0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
0.000000e+00 6.540112e-08 -6.540112e-08 -3.736420e-15 
0.000000e+00 1.045902e-06 -1.040778e-06 5.123679e-09 
0.000000e+00 5.290532e-06 -5.286289e-06 4.243466e-09 
0.000000e+00 1.670148e-05 -1.670532e-05 -3.835328e-09 
0.000000e+00 4.071493e-05 -4.072065e-05 -5.716475e-09 
0.000000e+00 8.427432e-05 -8.427452e-05 -2.031715e-10 
0.000000e+00 1.557962e-04 -1.555923e-04 2.038548e-07 
0.000000e+00 2.651288e-04 -2.646327e-04 4.961335e-07 
0.000000e+00 4.235038e-04 -4.229128e-04 5.909882e-07 
0.000000e+00 6.434809e-04 -6.430626e-04 4.182880e-07 
0.000000e+00 9.388857e-04 -9.388253e-04 6.039017e-08 
0.000000e+00 1.324742e-03 -1.325057e-03 -3.146015e-07 
0.000000e+00 1.817197e-03 -1.817729e-03 -5.322561e-07 
0.000000e+00 2.433443e-03 -2.433922e-03 -4.794012e-07 
0.000000e+00 3.191624e-03 -3.191833e-03 -2.087812e-07 
0.000000e+00 4.110760e-03 -4.110772e-03 -1.229573e-08 
0.000000e+00 5.210635e-03 -5.210477e-03 1.582446e-07 
0.000000e+00 6.511705e-03 -6.511378e-03 3.266071e-07 
0.000000e+00 8.034992e-03 -8.034710e-03 2.824778e-07 
0.000000e+00 9.801980e-03 -9.801923e-03 5.706141e-08 
0.000000e+00 1.183449e-02 -1.183469e-02 -1.964787e-07 
0.000000e+00 1.415459e-02 -1.415489e-02 -2.955346e-07 
0.000000e+00 1.678444e-02 -1.678463e-02 -1.898748e-07 
0.000000e+00 1.974621e-02 -1.974623e-02 -2.352487e-08 
0.000000e+00 2.306192e-02 -2.306175e-02 1.731541e-07 
0.000000e+00 2.675337e-02 -2.675290e-02 4.663158e-07 
0.000000e+00 3.084193e-02 -3.084142e-02 5.078915e-07 
0.000000e+00 3.534851e-02 -3.534825e-02 2.614833e-07 
0.000000e+00 4.029337e-02 -4.029348e-02 -1.079961e-07 
0.000000e+00 4.569600e-02 -4.569639e-02 -3.909964e-07 
0.000000e+00 5.157502e-02 -5.157542e-02 -4.038884e-07 
0.000000e+00 5.794802e-02 -5.794820e-02 -1.827650e-07 
0.000000e+00 6.483147e-02 -6.483149e-02 -1.676448e-08 
0.000000e+00 7.224059e-02 -7.224040e-02 1.870357e-07 
0.000000e+00 8.018916e-02 -8.018883e-02 3.345453e-07 
0.000000e+00 8.868954e-02 -8.868926e-02 2.835111e-07 
0.000000e+00 9.775249e-02 -9.775240e-02 8.669213e-08 
0.000000e+00 1.073869e-01 -1.073871e-01 -1.736815e-07 
0.000000e+00 1.176001e-01 -1.176004e-01 -2.912072e-07 
0.000000e+00 1.283973e-01 -1.283975e-01 -2.049094e-07 
0.000000e+00 1.397817e-01 -1.397818e-01 -5.767721e-08 
0.000000e+00 1.517547e-01 -1.517546e-01 5.372794e-08 
0.000000e+00 1.643150e-01 -1.643150e-01 2.394356e-08 
0.000000e+00 1.774596e-01 -1.774596e-01 2.439198e-08 
0.000000e+00 1.911832e-01 -1.911831e-01 1.068576e-07 
0.000000e+00 2.054776e-01 -2.054776e-01 -3.243958e-08 
0.000000e+00 2.203328e-01 -2.203329e-01 -8.742072e-08 
0.000000e+00 2.357365e-01 -2.357366e-01 -1.212896e-07 
0.000000e+00 2.516735e-01 -2.516737e-01 -1.860624e-07 
0.000000e+00 2.681271e-01 -2.681270e-01 1.261992e-07 
0.000000e+00 2.850771e-01 -2.850772e-01 -5.745221e-08 
0.000000e+00 3.025020e-01 -3.025020e-01 -3.221590e-08 
0.000000e+00 3.203772e-01 -3.203773e-01 -7.330896e-08 
0.000000e+00 3.386770e-01 -3.386770e-01 3.023357e-08 
0.000000e+00 3.573728e-01 -3.573727e-01 6.065822e-08 
0.000000e+00 3.764347e-01 -3.764343e-01 3.547182e-07 
0.000000e+00 3.958297e-01 -3.958295e-01 1.875965e-07 
0.000000e+00 4.155240e-01 -4.155242e-01 -2.102265e-07 
0.000000e+00 4.354823e-01 -4.354830e-01 -6.769337e-07 
0.000000e+00 4.556678e-01 -4.556685e-01 -7.288422e-07 
0.000000e+00 4.760421e-01 -4.760423e-01 -1.990711e-07 
0.000000e+00 4.965655e-01 -4.965652e-01 2.796734e-07 
0.000000e+00 5.171974e-01 -5.171970e-01 4.086627e-07 
0.000000e+00 5.378974e-01 -5.378968e-01 6.124892e-07 
0.000000e+00 5.586226e-01 -5.586227e-01 -8.426285e-08 
0.000000e+00 5.793321e-01 -5.793321e-01 2.741396e-09 
0.000000e+00 5.999826e-01 -5.999828e-01 -2.442701e-07 
0.000000e+00 6.205320e-01 -6.205322e-01 -1.536648e-07 
0.000000e+00 6.409376e-01 -6.409377e-01 -6.237757e-08 
0.000000e+00 6.611576e-01 -6.611574e-01 1.794784e-07 
0.000000e+00 6.811495e-01 -6.811496e-01 -9.104188e-08 
0.000000e+00 7.008729e-01 -7.008731e-01 -2.232112e-07 
0.000000e+00 7.202869e-01 -7.202868e-01 1.268022e-07 
0.000000e+00 7.393512e-01 -7.393511e-01 1.300402e-07 
0.000000e+00 7.580267e-01 -7.580266e-01 5.276094e-08 
0.000000e+00 7.762754e-01 -7.762752e-01 2.472436e-07 
0.000000e+00 7.940596e-01 -7.940596e-01 -3.248734e-08 
0.000000e+00 8.113432e-01 -8.113434e-01 -2.324876e-07 
0.000000e+00 8.280911e-01 -8.280912e-01 -8.953491e-08 
0.000000e+00 8.442686e-01 -8.442686e-01 1.973596e-08 
0.000000e+00 8.598423e-01 -8.598424e-01 -1.452266e-07 
0.000000e+00 8.747804e-01 -8.747801e-01 2.915468e-07 
0.000000e+00 8.890502e-01 -8.890504e-01 -1.761049e-07 
0.000000e+00 9.026230e-01 -9.026228e-01 2.293331e-07 
0.000000e+00 9.154678e-01 -9.154680e-01 -1.756338e-07 
0.000000e+00 9.275573e-01 -9.275574e-01 -6.502524e-08 
0.000000e+00 9.388637e-01 -9.388637e-01 -3.828038e-08 
0.000000e+00 9.493600e-01 -9.493601e-01 -1.063128e-07 
0.000000e+00 9.590212e-01 -9.590210e-01 2.096156e-07 
0.000000e+00 9.678222e-01 -9.678219e-01 2.972255e-07 
0.000000e+00 9.757395e-01 -9.757394e-01 9.391608e-08 
0.000000e+00 9.827507e-01 -9.827510e-01 -2.712124e-07 
0.000000e+00 9.888357e-01 -9.888358e-01 -1.080802e-07 
0.000000e+00 9.939734e-01 -9.939738e-01 -4.074622e-07 
0.000000e+00 9.981459e-01 -9.981467e-01 -7.628804e-07 
0.000000e+00 1.001337e+00 -1.001337e+00 -1.377300e-07 
0.000000e+00 1.003530e+00 -1.003530e+00 3.578250e-07 
0.000000e+00 1.004713e+00 -1.004713e+00 2.000688e-07 
0.000000e+00 1.004874e+00 -1.004874e+00 3.577196e-07 
0.000000e+00 1.004006e+00 -1.004005e+00 9.551891e-07 
0.000000e+00 1.002101e+00 -1.002100e+00 5.291618e-07 
0.000000e+00 9.991554e-01 -9.991552e-01 2.263400e-07 
0.000000e+00 9.951688e-01 -9.951686e-01 2.427115e-07 
0.000000e+00 9.901428e-01 -9.901429e-01 -8.533873e-08 
0.000000e+00 9.840826e-01 -9.840831e-01 -4.696203e-07 
0.000000e+00 9.769975e-01 -9.769979e-01 -3.860959e-07 
0.000000e+00 9.688990e-01 -9.688992e-01 -1.695334e-07 
0.000000e+00 9.598021e-01 -9.598024e-01 -3.116006e-07 
0.000000e+00 9.497266e-01 -9.497265e-01 1.426581e-07 
0.000000e+00 9.386943e-01 -9.386940e-01 2.746295e-07 
0.000000e+00 9.267309e-01 -9.267307e-01 2.445381e-07 
0.000000e+00 9.138661e-01 -9.138655e-01 5.710525e-07 
0.000000e+00 9.001329e-01 -9.001320e-01 9.365053e-07 
0.000000e+00 8.855672e-01 -8.855666e-01 5.887394e-07 
0.000000e+00 8.702082e-01 -8.702083e-01 -1.213057e-07 
0.000000e+00 8.540985e-01 -8.540988e-01 -3.425909e-07 
0.000000e+00 8.372813e-01 -8.372823e-01 -9.635916e-07 
0.000000e+00 8.198054e-01 -8.198058e-01 -3.688700e-07 
0.000000e+00 8.017185e-01 -8.017187e-01 -1.985177e-07 
0.000000e+00 7.830728e-01 -7.830723e-01 5.103919e-07 
0.000000e+00 7.639200e-01 -7.639182e-01 1.764977e-06 
0.000000e+00 7.443141e-01 -7.443116e-01 2.473783e-06 
0.000000e+00 7.243097e-01 -7.243074e-01 2.267801e-06 
0.000000e+00 7.039618e-01 -7.039605e-01 1.280388e-06 
0.000000e+00 6.833247e-01 -6.833252e-01 -5.246229e-07 
0.000000e+00 6.624542e-01 -6.624558e-01 -1.589317e-06 
