9.925819e-01 5.727086e-01 -1.487040e-01 
1.009844e+00 5.606220e-01 -1.515142e-01 
1.026439e+00 5.474532e-01 -1.540452e-01 
1.042284e+00 5.332457e-01 -1.562612e-01 
1.057292e+00 5.180497e-01 -1.581258e-01 
1.071373e+00 5.019211e-01 -1.596018e-01 
1.084433e+00 4.849222e-01 -1.606512e-01 
1.096373e+00 4.671211e-01 -1.612361e-01 
1.107093e+00 4.485918e-01 -1.613183e-01 
1.116492e+00 4.294140e-01 -1.608602e-01 
1.124465e+00 4.096727e-01 -1.598246e-01 
1.130907e+00 3.894578e-01 -1.581757e-01 
1.135713e+00 3.688638e-01 -1.558787e-01 
1.138780e+00 3.479892e-01 -1.529009e-01 
1.140004e+00 3.269355e-01 -1.492118e-01 
1.139285e+00 3.058072e-01 -1.447833e-01 
1.136525e+00 2.847103e-01 -1.395905e-01 
1.131632e+00 2.637520e-01 -1.336122e-01 
1.124517e+00 2.430397e-01 -1.268306e-01 
1.115100e+00 2.226797e-01 -1.192325e-01 
1.103304e+00 2.027766e-01 -1.108094e-01 
1.089063e+00 1.834319e-01 -1.015578e-01 
1.072320e+00 1.647433e-01 -9.147975e-02 
1.053027e+00 1.468033e-01 -8.058285e-02 
1.031147e+00 1.296983e-01 -6.888083e-02 
1.006654e+00 1.135076e-01 -5.639357e-02 
9.795366e-01 9.830247e-02 -4.314736e-02 
9.497939e-01 8.414493e-02 -2.917499e-02 
9.174402e-01 7.108717e-02 -1.451577e-02 
8.825033e-01 5.917079e-02 7.845048e-04 
8.450258e-01 4.842603e-02 1.667366e-02 
8.050651e-01 3.887129e-02 3.309335e-02 
7.626931e-01 3.051275e-02 4.997930e-02 
7.179968e-01 2.334416e-02 6.726170e-02 
6.710780e-01 1.734666e-02 8.486558e-02 
6.220523e-01 1.248905e-02 1.027114e-01 
5.710492e-01 8.728048e-03 1.207156e-01 
5.182116e-01 6.008607e-03 1.387913e-01 
4.636946e-01 4.264454e-03 1.568489e-01 
4.076648e-01 3.418999e-03 1.747969e-01 
3.502994e-01 3.386115e-03 1.925429e-01 
2.917849e-01 4.071163e-03 2.099940e-01 
2.323156e-01 5.372480e-03 2.270583e-01 
1.720923e-01 7.182549e-03 2.436451e-01 
1.113210e-01 9.389253e-03 2.596664e-01 
5.021184e-02 1.187720e-02 2.750372e-01 
-1.102297e-02 1.452930e-02 2.896766e-01 
-7.217078e-02 1.722857e-02 3.035084e-01 
-1.330191e-01 1.985892e-02 3.164621e-01 
-1.933583e-01 2.230730e-02 3.284733e-01 
-2.529827e-01 2.446508e-02 3.394842e-01 
-3.116922e-01 2.622931e-02 3.494445e-01 
-3.692934e-01 2.750379e-02 3.583114e-01 
-4.256006e-01 2.820008e-02 3.660500e-01 
-4.804369e-01 2.823838e-02 3.726333e-01 
-5.336359e-01 2.754874e-02 3.780426e-01 
-5.850426e-01 2.607178e-02 3.822676e-01 
-6.345140e-01 2.375877e-02 3.853056e-01 
-6.819198e-01 2.057229e-02 3.871622e-01 
-7.271437e-01 1.648637e-02 3.878505e-01 
-7.700830e-01 1.148647e-02 3.873909e-01 
-8.106497e-01 5.569208e-03 3.858107e-01 
-8.487697e-01 -1.258029e-03 3.831433e-01 
-8.843835e-01 -8.977624e-03 3.794281e-01 
-9.174466e-01 -1.756199e-02 3.747095e-01 
-9.479287e-01 -2.697436e-02 3.690368e-01 
-9.758137e-01 -3.716979e-02 3.624631e-01 
-1.001099e+00 -4.809588e-02 3.550450e-01 
-1.023797e+00 -5.969377e-02 3.468416e-01 
-1.043930e+00 -7.189909e-02 3.379145e-01 
-1.061534e+00 -8.464295e-02 3.283264e-01 
-1.076657e+00 -9.785304e-02 3.181410e-01 
-1.089356e+00 -1.114546e-01 3.074224e-01 
-1.099699e+00 -1.253713e-01 2.962345e-01 
-1.107762e+00 -1.395260e-01 2.846405e-01 
-1.113630e+00 -1.538418e-01 2.727023e-01 
-1.117393e+00 -1.682432e-01 2.604808e-01 
-1.119147e+00 -1.826563e-01 2.480347e-01 
-1.118996e+00 -1.970098e-01 2.354208e-01 
-1.117043e+00 -2.112352e-01 2.226935e-01 
-1.113398e+00 -2.252675e-01 2.099045e-01 
-1.108171e+00 -2.390458e-01 1.971027e-01 
-1.101472e+00 -2.525129e-01 1.843343e-01 
-1.093414e+00 -2.656168e-01 1.716425e-01 
-1.084108e+00 -2.783092e-01 1.590674e-01 
-1.073661e+00 -2.905471e-01 1.466463e-01 
-1.062182e+00 -3.022920e-01 1.344134e-01 
-1.049773e+00 -3.135102e-01 1.223999e-01 
-1.036536e+00 -3.241726e-01 1.106343e-01 
-1.022567e+00 -3.342545e-01 9.914194e-02 
-1.007956e+00 -3.437353e-01 8.794580e-02 
-9.927924e-01 -3.525984e-01 7.706603e-02 
-9.771570e-01 -3.608309e-01 6.652034e-02 
-9.611266e-01 -3.684237e-01 5.632405e-02 
-9.447722e-01 -3.753707e-01 4.649031e-02 
-9.281594e-01 -3.816689e-01 3.703013e-02 
-9.113479e-01 -3.873179e-01 2.795252e-02 
-8.943918e-01 -3.923199e-01 1.926463e-02 
-8.773395e-01 -3.966792e-01 1.097188e-02 
-8.602342e-01 -4.004020e-01 3.078110e-03 
-8.431136e-01 -4.034961e-01 -4.414312e-03 
-8.260106e-01 -4.059708e-01 -1.150435e-02 
-8.089534e-01 -4.078362e-01 -1.819219e-02 
-7.919654e-01 -4.091037e-01 -2.447920e-02 
-7.750656e-01 -4.097855e-01 -3.036779e-02 
-7.582692e-01 -4.098942e-01 -3.586123e-02 
-7.415875e-01 -4.094430e-01 -4.096370e-02 
-7.250286e-01 -4.084456e-01 -4.568018e-02 
-7.085970e-01 -4.069156e-01 -5.001632e-02 
-6.922948e-01 -4.048670e-01 -5.397842e-02 
-6.761215e-01 -4.023136e-01 -5.757336e-02 
-6.600740e-01 -3.992693e-01 -6.080849e-02 
-6.441478e-01 -3.957478e-01 -6.369160e-02 
-6.283362e-01 -3.917627e-01 -6.623089e-02 
-6.126315e-01 -3.873272e-01 -6.843491e-02 
-5.970242e-01 -3.824547e-01 -7.031255e-02 
-5.815043e-01 -3.771581e-01 -7.187298e-02 
-5.660606e-01 -3.714499e-01 -7.312556e-02 
-5.506817e-01 -3.653428e-01 -7.407991e-02 
-5.353553e-01 -3.588487e-01 -7.474582e-02 
-5.200692e-01 -3.519797e-01 -7.513326e-02 
-5.048109e-01 -3.447475e-01 -7.525229e-02 
-4.895679e-01 -3.371635e-01 -7.511311e-02 
-4.743279e-01 -3.292391e-01 -7.472599e-02 
-4.590787e-01 -3.209854e-01 -7.410123e-02 
-4.438085e-01 -3.124132e-01 -7.324922e-02 
-4.285060e-01 -3.035335e-01 -7.218033e-02 
-4.131603e-01 -2.943570e-01 -7.090493e-02 
-3.977610e-01 -2.848943e-01 -6.943340e-02 
-3.822985e-01 -2.751559e-01 -6.777609e-02 
-3.667637e-01 -2.651525e-01 -6.594325e-02 
-3.511484e-01 -2.548944e-01 -6.394509e-02 
-3.354451e-01 -2.443923e-01 -6.179172e-02 
-3.196471e-01 -2.336567e-01 -5.949313e-02 
-3.037487e-01 -2.226981e-01 -5.705916e-02 
-2.877451e-01 -2.115272e-01 -5.449953e-02 
-2.716322e-01 -2.001548e-01 -5.182376e-02 
-2.554072e-01 -1.885916e-01 -4.904119e-02 
-2.390682e-01 -1.768486e-01 -4.616092e-02 
-2.226144e-01 -1.649368e-01 -4.319186e-02 
-2.060461e-01 -1.528675e-01 -4.014260e-02 
-1.893645e-01 -1.406519e-01 -3.702152e-02 
-1.725723e-01 -1.283014e-01 -3.383665e-02 
-1.556732e-01 -1.158277e-01 -3.059573e-02 
-1.386721e-01 -1.032425e-01 -2.730616e-02 
-1.215751e-01 -9.055758e-02 -2.397497e-02 
-1.043898e-01 -7.778510e-02 -2.060882e-02 
-8.712469e-02 -6.493715e-02 -1.721400e-02 
-6.978992e-02 -5.202604e-02 -1.379636e-02 
-5.239677e-02 -3.906418e-02 -1.036136e-02 
-3.495787e-02 -2.606411e-02 -6.913998e-03 
-1.748718e-02 -1.303846e-02 -3.458842e-03 
3.176442e-16 2.744408e-15 -1.290096e-17 
