0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 3.803000e-001 -6.198000e-001 1.286700e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 -0.000000e+000 -0.000000e+000 -0.000000e+000 0.000000e+000 
-3.161001e-008 5.285363e-008 0.000000e+000 1.010367e-006 0.000000e+000 0.000000e+000 3.802984e-001 -6.198008e-001 1.286698e+000 -9.482664e-007 1.585558e-006 0.000000e+000 3.031002e-005 0.000000e+000 0.000000e+000 -4.813741e-005 -2.346296e-005 -7.050010e-005 -8.208275e-008 
-2.527620e-007 4.227141e-007 0.000000e+000 8.080721e-006 0.000000e+000 0.000000e+000 3.802872e-001 -6.198063e-001 1.286681e+000 -3.791854e-006 6.340753e-006 0.000000e+000 1.212110e-004 0.000000e+000 0.000000e+000 -1.925021e-004 -9.382870e-005 -2.819308e-004 -1.306394e-006 
-8.530155e-007 1.426458e-006 0.000000e+000 2.726861e-005 0.000000e+000 0.000000e+000 3.802567e-001 -6.198211e-001 1.286637e+000 -8.527461e-006 1.426104e-005 0.000000e+000 2.726147e-004 0.000000e+000 0.000000e+000 -4.329517e-004 -2.110278e-004 -6.340835e-004 -6.634813e-006 
-2.021257e-006 3.380265e-006 0.000000e+000 6.461757e-005 0.000000e+000 0.000000e+000 3.801974e-001 -6.198500e-001 1.286550e+000 -1.514843e-005 2.533921e-005 0.000000e+000 4.843778e-004 0.000000e+000 0.000000e+000 -7.692489e-004 -3.749445e-004 -1.126611e-003 -2.096657e-005 
-3.945323e-006 6.599337e-006 0.000000e+000 1.261515e-004 0.000000e+000 0.000000e+000 3.800997e-001 -6.198976e-001 1.286407e+000 -2.364408e-005 3.956559e-005 0.000000e+000 7.563038e-004 0.000000e+000 0.000000e+000 -1.201062e-003 -5.854171e-004 -1.759026e-003 -5.110901e-005 
-6.811993e-006 1.139790e-005 0.000000e+000 2.178747e-004 0.000000e+000 0.000000e+000 3.799540e-001 -6.199686e-001 1.286193e+000 -3.399971e-005 5.692808e-005 0.000000e+000 1.088144e-003 0.000000e+000 0.000000e+000 -1.727964e-003 -8.422380e-004 -2.530706e-003 -1.057776e-004 
-1.080522e-005 1.808865e-005 0.000000e+000 3.457591e-004 0.000000e+000 0.000000e+000 3.797509e-001 -6.200676e-001 1.285896e+000 -4.619507e-005 7.741261e-005 0.000000e+000 1.479601e-003 0.000000e+000 0.000000e+000 -2.349436e-003 -1.145154e-003 -3.440888e-003 -1.953923e-004 
-1.610886e-005 2.698313e-005 0.000000e+000 5.157543e-004 0.000000e+000 0.000000e+000 3.794810e-001 -6.201992e-001 1.285500e+000 -6.020580e-005 1.010027e-004 0.000000e+000 1.930326e-003 0.000000e+000 0.000000e+000 -3.064864e-003 -1.493865e-003 -4.488675e-003 -3.324379e-004 
-2.290488e-005 3.839141e-005 0.000000e+000 7.337780e-004 0.000000e+000 0.000000e+000 3.791348e-001 -6.203679e-001 1.284994e+000 -7.600221e-005 1.276799e-004 0.000000e+000 2.439920e-003 0.000000e+000 0.000000e+000 -3.873542e-003 -1.888028e-003 -5.673032e-003 -5.312608e-004 
