0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 3.803000e-001 -6.198000e-001 1.286700e+000 2.441100e+000 1.706200e+000 -1.005800e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 
1.018262e-010 -1.505188e-010 0.000000e+000 -8.280500e-010 0.000000e+000 0.000000e+000 3.803000e-001 -6.198000e-001 1.286700e+000 2.441100e+000 1.706200e+000 -1.005800e+000 3.980059e-009 -5.627997e-009 0.000000e+000 -3.315880e-008 0.000000e+000 0.000000e+000 5.162347e-007 -7.068820e-007 -1.432018e-006 -9.435517e-008 -3.598276e-007 1.889991e-006 -6.625409e-012 
1.496768e-009 -1.803080e-009 0.000000e+000 -1.314240e-008 0.000000e+000 0.000000e+000 3.803002e-001 -6.198003e-001 1.286699e+000 2.441100e+000 1.706200e+000 -1.005799e+000 2.862598e-008 -2.995706e-008 0.000000e+000 -2.608019e-007 0.000000e+000 0.000000e+000 3.904693e-006 -5.456899e-006 -1.081424e-005 -3.772839e-007 -2.576289e-006 1.278250e-005 -3.657722e-010 
7.002560e-009 -6.193741e-009 0.000000e+000 -6.472851e-008 0.000000e+000 0.000000e+000 3.803010e-001 -6.198014e-001 1.286697e+000 2.441100e+000 1.706199e+000 -1.005797e+000 8.783970e-008 -5.378512e-008 0.000000e+000 -8.410987e-007 0.000000e+000 0.000000e+000 1.231541e-005 -1.761698e-005 -3.423598e-005 -2.842624e-007 -7.859286e-006 3.687730e-005 -3.490474e-009 
2.053969e-008 -1.079433e-008 0.000000e+000 -1.960358e-007 0.000000e+000 0.000000e+000 3.803029e-001 -6.198041e-001 1.286692e+000 2.441100e+000 1.706198e+000 -1.005791e+000 1.908960e-007 -2.338171e-008 0.000000e+000 -1.860656e-006 0.000000e+000 0.000000e+000 2.701110e-005 -3.967745e-005 -7.576504e-005 1.130606e-006 -1.699382e-005 7.565272e-005 -1.694048e-008 
4.679754e-008 -6.320730e-009 0.000000e+000 -4.519481e-007 0.000000e+000 0.000000e+000 3.803066e-001 -6.198097e-001 1.286681e+000 2.441100e+000 1.706196e+000 -1.005781e+000 3.428174e-007 1.433735e-007 0.000000e+000 -3.327553e-006 0.000000e+000 0.000000e+000 4.842503e-005 -7.329472e-005 -1.377415e-004 4.968228e-006 -3.046765e-005 1.291505e-004 -5.614524e-008 
9.076660e-008 2.589569e-008 0.000000e+000 -8.742926e-007 0.000000e+000 0.000000e+000 3.803128e-001 -6.198192e-001 1.286664e+000 2.441101e+000 1.706192e+000 -1.005765e+000 5.449073e-007 5.505740e-007 0.000000e+000 -5.172290e-006 0.000000e+000 0.000000e+000 7.628321e-005 -1.194220e-004 -2.211529e-004 1.230534e-005 -4.858369e-005 1.970501e-004 -1.472034e-007 
1.573568e-007 1.158315e-007 0.000000e+000 -1.494623e-006 0.000000e+000 0.000000e+000 3.803220e-001 -6.198340e-001 1.286637e+000 2.441103e+000 1.706186e+000 -1.005741e+000 7.943472e-007 1.319192e-006 0.000000e+000 -7.260601e-006 0.000000e+000 0.000000e+000 1.097810e-004 -1.785074e-004 -3.260619e-004 2.414550e-005 -7.148703e-005 2.789965e-004 -3.296199e-007 
2.509767e-007 3.062227e-007 0.000000e+000 -2.328462e-006 0.000000e+000 0.000000e+000 3.803349e-001 -6.198553e-001 1.286598e+000 2.441106e+000 1.706177e+000 -1.005709e+000 1.083905e-006 2.582818e-006 0.000000e+000 -9.408576e-006 0.000000e+000 0.000000e+000 1.477575e-004 -2.506924e-004 -4.519852e-004 4.141095e-005 -9.917366e-005 3.747059e-004 -6.598309e-007 
3.750908e-007 6.536438e-007 0.000000e+000 -3.371048e-006 0.000000e+000 0.000000e+000 3.803517e-001 -6.198846e-001 1.286545e+000 2.441111e+000 1.706166e+000 -1.005666e+000 1.401925e-006 4.484171e-006 0.000000e+000 -1.139673e-005 0.000000e+000 0.000000e+000 1.888428e-004 -3.359812e-004 -5.981912e-004 6.494860e-005 -1.314980e-004 4.839990e-004 -1.216249e-006 
5.317857e-007 1.229280e-006 0.000000e+000 -4.594401e-006 0.000000e+000 0.000000e+000 3.803727e-001 -6.199230e-001 1.286478e+000 2.441119e+000 1.706151e+000 -1.005612e+000 1.732555e-006 7.172384e-006 0.000000e+000 -1.298199e-005 0.000000e+000 0.000000e+000 2.315713e-004 -4.343652e-004 -7.639106e-004 9.554300e-005 -1.681826e-004 6.067943e-004 -2.106308e-006 
7.213702e-007 2.119465e-006 0.000000e+000 -5.945463e-006 0.000000e+000 0.000000e+000 3.803980e-001 -6.199719e-001 1.286392e+000 2.441131e+000 1.706132e+000 -1.005544e+000 2.056171e-006 1.080098e-005 0.000000e+000 -1.390727e-005 0.000000e+000 0.000000e+000 2.744596e-004 -5.459042e-004 -9.484678e-004 1.339316e-004 -2.088304e-004 7.430852e-004 -3.475747e-006 
9.420252e-007 3.426039e-006 0.000000e+000 -7.345077e-006 0.000000e+000 0.000000e+000 3.804276e-001 -6.200326e-001 1.286287e+000 2.441146e+000 1.706109e+000 -1.005463e+000 2.349944e-006 1.552638e-005 0.000000e+000 -1.390872e-005 0.000000e+000 0.000000e+000 3.160524e-004 -6.707665e-004 -1.151345e-003 1.808192e-004 -2.529412e-004 8.929159e-004 -5.520210e-006 
1.189515e-006 5.266584e-006 0.000000e+000 -8.687588e-006 0.000000e+000 0.000000e+000 3.804611e-001 -6.201065e-001 1.286161e+000 2.441167e+000 1.706082e+000 -1.005365e+000 2.588487e-006 2.150683e-005 0.000000e+000 -1.272103e-005 0.000000e+000 0.000000e+000 3.549463e-004 -8.092385e-004 -1.372197e-003 2.368903e-004 -2.999305e-004 1.056362e-003 -8.499100e-006 
1.456968e-006 7.774559e-006 0.000000e+000 -9.840908e-006 0.000000e+000 0.000000e+000 3.804984e-001 -6.201949e-001 1.286012e+000 2.441194e+000 1.706049e+000 -1.005251e+000 2.744547e-006 2.890153e-005 0.000000e+000 -1.008137e-005 0.000000e+000 0.000000e+000 3.897963e-004 -9.617133e-004 -1.610841e-003 3.028197e-004 -3.491499e-004 1.233518e-003 -1.275153e-005 
