0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 
1.297135e-012 7.332763e-013 0.000000e+000 0.000000e+000 0.000000e+000 -4.560518e-012 
5.101028e-012 6.891091e-012 0.000000e+000 0.000000e+000 0.000000e+000 -1.017185e-010 
-6.891926e-011 1.150362e-010 0.000000e+000 0.000000e+000 0.000000e+000 7.801578e-011 
1.369378e-010 5.453964e-011 0.000000e+000 0.000000e+000 0.000000e+000 -1.289873e-010 
4.870757e-011 -7.035671e-010 0.000000e+000 0.000000e+000 0.000000e+000 -5.845553e-010 
4.030216e-010 1.058437e-009 0.000000e+000 0.000000e+000 0.000000e+000 2.507592e-009 
1.513758e-009 -1.765784e-009 0.000000e+000 0.000000e+000 0.000000e+000 -2.336815e-009 
-9.549188e-010 1.914079e-009 0.000000e+000 0.000000e+000 0.000000e+000 4.020004e-009 
-1.251747e-009 -1.050054e-009 0.000000e+000 0.000000e+000 0.000000e+000 -2.963336e-009 
-1.985446e-010 6.576346e-010 0.000000e+000 0.000000e+000 0.000000e+000 -3.322651e-010 
1.078387e-009 5.387829e-010 0.000000e+000 0.000000e+000 0.000000e+000 5.957095e-009 
-4.129118e-009 -3.671486e-009 0.000000e+000 0.000000e+000 0.000000e+000 -2.294150e-009 
-5.984125e-010 -3.585676e-009 0.000000e+000 0.000000e+000 0.000000e+000 -1.339464e-008 
-1.203087e-009 -4.506201e-009 0.000000e+000 0.000000e+000 0.000000e+000 -9.567194e-009 
-1.177104e-010 -1.874925e-009 0.000000e+000 0.000000e+000 0.000000e+000 1.215809e-010 
-7.248183e-009 1.040842e-009 0.000000e+000 0.000000e+000 0.000000e+000 5.501877e-009 
1.011939e-009 -2.465840e-009 0.000000e+000 0.000000e+000 0.000000e+000 2.839749e-009 
2.847826e-010 -5.518252e-010 0.000000e+000 0.000000e+000 0.000000e+000 2.239747e-008 
2.078633e-009 -1.291423e-008 0.000000e+000 0.000000e+000 0.000000e+000 -5.410282e-008 
-4.509489e-009 1.882187e-008 0.000000e+000 0.000000e+000 0.000000e+000 -1.179899e-008 
-6.235147e-009 3.642172e-008 0.000000e+000 0.000000e+000 0.000000e+000 -2.585990e-008 
